Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Wupatki NM,"236,454","$14,893.10 ",200,"$5,463.90 ","$9,354.10 ","$16,403.50 ",2017
Yellowstone NP*,"4,116,523","$498,822.70 ","7,354","$219,795.60 ","$354,627.40 ","$629,626.00 ",2017
Yosemite NP*,"4,336,889","$451,782.00 ","6,666","$204,703.40 ","$335,524.60 ","$589,343.70 ",2017
Yukon - Charley Rivers NPRES,952,$696.50 ,6,$282.20 ,$652.20 ,"$1,011.80 ",2017
Zion NP*,"4,504,812","$250,884.60 ","3,192","$119,715.90 ","$214,958.50 ","$341,477.50 ",2017
Abraham Lincoln Birthplace NHP,"260,964","$15,411 ",229,"$6,896 ","$12,031 ","$20,784 ",2018
Acadia NP * !,"3,537,575","$387,654 ","5,602","$171,668 ","$304,982 ","$521,454 ",2018
Adams NHP,"121,007","$7,146 ",94,"$3,954 ","$6,492 ","$10,196 ",2018
African Burial Ground NM,"45,036","$2,660 ",31,"$1,466 ","$2,478 ","$3,698 ",2018
Agate Fossil Beds NM *,"16,238","$1,206 ",17,$380 ,$660 ,"$1,263 ",2018
Alibates Flint Quarries NM,"7,415",$438 ,6,$173 ,$295 ,$539 ,2018
Allegheny Portage Railroad NHS,"189,048","$11,164 ",177,"$5,557 ","$8,982 ","$15,654 ",2018
Amistad NRA,"1,111,770","$49,308 ",637,"$15,645 ","$27,515 ","$50,454 ",2018
Andersonville NHS,"138,164","$8,159 ",134,"$2,992 ","$5,247 ","$10,193 ",2018
Andrew Johnson NHS,"50,670","$2,992 ",44,"$1,326 ","$2,205 ","$3,866 ",2018
Aniakchak NM&PRES,100,$71 ,1,$30 ,$67 ,$101 ,2018
Antietam NB,"326,197","$19,258 ",255,"$10,290 ","$17,069 ","$26,931 ",2018
Apostle Islands NL *,"252,921","$40,440 ",576,"$14,718 ","$26,200 ","$48,164 ",2018
Appomattox Court House NHP,"103,045","$6,085 ",91,"$2,454 ","$4,225 ","$7,585 ",2018
Arches NP *,"1,663,556","$200,337 ","3,079","$81,408 ","$144,434 ","$262,845 ",2018
Arkansas Post NMEM,"30,126","$1,779 ",25,$706 ,"$1,250 ","$2,188 ",2018
"Arlington House, The Robert E. Lee
Memorial NMEM","49,500","$2,923 ",38,"$1,560 ","$2,597 ","$4,069 ",2018
Assateague Island NS,"2,136,889","$94,476 ","1,192","$37,169 ","$62,216 ","$105,594 ",2018
Aztec Ruins NM,"54,932","$3,244 ",48,"$1,147 ","$2,045 ","$3,803 ",2018
Badlands NP,"1,008,942","$65,840 ",924,"$25,954 ","$44,838 ","$82,542 ",2018
Bandelier NM,"198,442","$12,468 ",179,"$5,167 ","$8,957 ","$15,991 ",2018
Belmont-Paul Women's Equality NM,"9,081",$174 ,2,$94 ,$160 ,$250 ,2018
Bent's Old Fort NHS,"23,562","$1,391 ",20,$560 ,$981 ,"$1,711 ",2018
Bering Land Bridge NPRES,"2,642","$4,014 ",49,"$1,880 ","$3,518 ","$5,706 ",2018
Big Bend NP,"440,091","$38,865 ",567,"$12,734 ","$23,309 ","$43,775 ",2018
Big Cypress NPRES,"794,349","$63,918 ",849,"$32,028 ","$56,205 ","$91,724 ",2018
Big Hole NB * !,"56,943","$4,026 ",53,"$1,464 ","$2,232 ","$4,154 ",2018
Big South Fork NRRA * !,"760,907","$23,702 ",288,"$8,720 ","$14,666 ","$25,590 ",2018
Big Thicket NPRES,"221,514","$14,340 ",181,"$6,767 ","$11,652 ","$18,822 ",2018
Bighorn Canyon NRA,"235,569","$10,409 ",147,"$4,248 ","$6,842 ","$12,526 ",2018
Biscayne NP,"469,254","$30,309 ",398,"$15,004 ","$25,993 ","$42,347 ",2018
Black Canyon Of The Gunnison NP,"308,962","$19,315 ",241,"$8,192 ","$14,317 ","$23,677 ",2018
Blue Ridge PKWY * !,"14,690,418","$1,096,235 ","15,943","$430,067 ","$733,915 ","$1,332,187 ",2018
Bluestone NSR,"31,315","$1,390 ",19,$534 ,$902 ,"$1,604 ",2018
Booker T Washington NM,"22,732","$1,342 ",21,$567 ,$969 ,"$1,748 ",2018
Boston African American NHS,"410,893","$24,264 ",319,"$13,468 ","$22,101 ","$34,698 ",2018
Boston NHP,"3,053,240","$180,302 ","2,367","$100,103 ","$164,240 ","$257,798 ",2018
Brown V Board Of Education NHS,"24,083","$1,422 ",23,$735 ,"$1,235 ","$2,169 ",2018
Bryce Canyon NP,"2,679,478","$227,305 ","3,288","$85,163 ","$150,944 ","$274,654 ",2018
Buck Island Reef NM,"31,410","$1,956 ",21,$871 ,"$1,587 ","$2,441 ",2018
Buffalo NR,"1,240,119","$54,919 ",797,"$19,495 ","$33,958 ","$62,767 ",2018
Cabrillo NM,"842,105","$49,729 ",654,"$25,839 ","$42,593 ","$67,481 ",2018
Canaveral NS * !,"1,657,855","$62,541 ",820,"$28,286 ","$49,940 ","$82,971 ",2018
Cane River Creole NHP,"26,880","$1,587 ",22,$603 ,"$1,102 ","$1,948 ",2018
Canyon De Chelly NM,"439,306","$29,577 ",422,"$9,729 ","$17,883 ","$34,549 ",2018
Canyonlands NP,"739,450","$45,776 ",646,"$17,081 ","$29,852 ","$54,529 ",2018
Cape Cod NS * !,"3,926,462","$494,995 ","6,098","$227,131 ","$394,776 ","$638,641 ",2018
Cape Hatteras NS,"2,591,056","$166,369 ","2,397","$66,036 ","$116,534 ","$208,362 ",2018
Cape Krusenstern NM,"15,087","$22,917 ",282,"$10,732 ","$20,085 ","$32,574 ",2018
Cape Lookout NS,"408,399","$18,755 ",262,"$6,436 ","$10,781 ","$20,269 ",2018
Capitol Reef NP *,"1,227,626","$89,216 ","1,178","$31,022 ","$55,530 ","$100,955 ",2018
Capulin Volcano NM *,"67,410","$2,054 ",28,$652 ,"$1,099 ","$2,067 ",2018
Carl Sandburg Home NHS,"72,048","$4,255 ",62,"$1,806 ","$3,052 ","$5,346 ",2018
Carlsbad Caverns NP,"465,912","$30,238 ",404,"$10,985 ","$18,580 ","$33,994 ",2018
Carter G. Woodson Home NHS,"1,953",$37 ,0,$20 ,$34 ,$54 ,2018
Casa Grande Ruins NM,"62,995","$3,720 ",54,"$1,932 ","$3,316 ","$5,533 ",2018
Castillo De San Marcos NM,"748,057","$44,175 ",670,"$19,844 ","$34,457 ","$60,094 ",2018
Castle Clinton NM,"4,533,564","$113,780 ","1,148","$53,525 ","$88,247 ","$132,616 ",2018
Catoctin Mountain P,"299,860","$18,912 ",240,"$9,894 ","$16,461 ","$25,947 ",2018
Cedar Breaks NM,"644,515","$41,746 ",579,"$15,044 ","$26,602 ","$48,316 ",2018
Cesar E. Chavez NM,"12,769",$754 ,10,$405 ,$657 ,"$1,043 ",2018
Chaco Culture NHP,"57,781","$3,366 ",49,"$1,349 ","$2,349 ","$4,241 ",2018
Chamizal NMEM,"66,480","$3,926 ",58,"$1,565 ","$2,663 ","$4,924 ",2018
Channel Islands NP,"366,249","$22,907 ",286,"$12,537 ","$20,543 ","$32,437 ",2018
Charles Pinckney NHS,"34,354","$2,029 ",27,$881 ,"$1,541 ","$2,555 ",2018
Charles Young Buffalo Soldiers NM,"31,448","$1,857 ",29,$829 ,"$1,385 ","$2,457 ",2018
Chattahoochee River NRA,"2,873,866","$127,558 ","1,824","$62,750 ","$106,087 ","$178,967 ",2018
Chesapeake & Ohio Canal NHP,"4,438,818","$84,471 ","1,140","$45,291 ","$76,569 ","$122,217 ",2018
Chickamauga & Chattanooga NMP,"945,961","$55,839 ",837,"$22,280 ","$38,020 ","$69,247 ",2018
Chickasaw NRA *,"1,477,906","$24,229 ",241,"$6,330 ","$10,279 ","$18,951 ",2018
Chiricahua NM,"60,578","$3,630 ",51,"$1,101 ","$1,983 ","$3,847 ",2018
Christiansted NHS,"107,495","$6,348 ",71,"$2,944 ","$5,266 ","$8,150 ",2018
City Of Rocks NRES,"142,249","$8,400 ",122,"$3,143 ","$5,315 ","$9,699 ",2018
Clara Barton NHS,425,$25 ,0,$13 ,$22 ,$35 ,2018
Colonial NHP * !,"3,294,224","$331,575 ","5,020","$125,346 ","$232,672 ","$415,802 ",2018
Colorado NM,"375,467","$23,722 ",332,"$9,122 ","$16,096 ","$28,929 ",2018
Congaree NP *,"145,928","$7,415 ",93,"$2,844 ","$5,072 ","$8,730 ",2018
Coronado NMEM,"103,217","$6,095 ",93,"$2,407 ","$4,310 ","$7,734 ",2018
Cowpens NB,"189,411","$12,289 ",174,"$5,940 ","$9,990 ","$16,938 ",2018
Crater Lake NP,"720,658","$62,399 ",903,"$29,473 ","$48,410 ","$83,368 ",2018
Craters Of The Moon NM&PRES *,"263,506","$9,191 ",131,"$3,272 ","$5,536 ","$10,509 ",2018
Cumberland Gap NHP,"684,191","$44,120 ",603,"$18,790 ","$32,320 ","$56,375 ",2018
Cumberland Island NS,"55,649","$2,330 ",32,"$1,010 ","$1,676 ","$2,875 ",2018
Curecanti NRA,"931,511","$40,976 ",501,"$16,147 ","$27,812 ","$46,337 ",2018
Cuyahoga Valley NP * !,"2,096,053","$36,811 ",540,"$18,481 ","$30,864 ","$53,263 ",2018
Dayton Aviation Heritage NHP *,"93,541","$5,566 ",91,"$3,011 ","$5,071 ","$8,680 ",2018
De Soto NMEM,"210,993","$12,460 ",187,"$6,114 ","$10,566 ","$17,947 ",2018
Death Valley NP,"1,678,659","$141,260 ","1,743","$67,734 ","$114,308 ","$182,390 ",2018
Delaware Water Gap NRA *,"3,261,921","$113,209 ","1,557","$64,540 ","$107,481 ","$166,325 ",2018
Denali NP&PRES !,"594,661","$602,445 ","7,368","$282,255 ","$530,916 ","$858,582 ",2018
Devils Postpile NM,"139,724","$9,069 ",113,"$3,830 ","$6,345 ","$10,618 ",2018
Devils Tower NM,"468,215","$30,016 ",414,"$12,209 ","$21,125 ","$38,170 ",2018
Dinosaur NM,"304,468","$18,273 ",223,"$6,942 ","$11,985 ","$20,300 ",2018
Dry Tortugas NP,"56,810","$3,426 ",39,"$1,380 ","$2,379 ","$3,849 ",2018
Edgar Allan Poe NHS,"16,314",$963 ,14,$547 ,$887 ,"$1,428 ",2018
Effigy Mounds NM *,"55,576","$3,583 ",58,"$1,418 ","$2,430 ","$4,464 ",2018
Eisenhower NHS,"42,036","$2,482 ",33,"$1,325 ","$2,180 ","$3,443 ",2018
El Malpais NM,"154,368","$9,116 ",142,"$3,795 ","$6,559 ","$11,974 ",2018
El Morro NM,"65,453","$4,155 ",59,"$1,168 ","$2,167 ","$4,329 ",2018
Eleanor Roosevelt NHS,"54,649","$3,227 ",39,"$1,634 ","$2,758 ","$4,251 ",2018
Eugene O'Neill NHS,"3,432",$203 ,2,$116 ,$183 ,$278 ,2018
Everglades NP,"597,124","$58,664 ",803,"$30,497 ","$53,840 ","$87,604 ",2018
Federal Hall NMEM,"230,633","$13,619 ",159,"$7,515 ","$12,690 ","$18,921 ",2018
Fire Island NS,"305,710","$13,470 ",144,"$6,791 ","$11,454 ","$17,033 ",2018
First Ladies NHS,"11,448",$676 ,11,$347 ,$577 ,$998 ,2018
Flight 93 NMEM,"381,448","$22,526 ",354,"$11,212 ","$18,192 ","$31,621 ",2018
Florissant Fossil Beds NM,"79,568","$4,699 ",66,"$2,443 ","$4,185 ","$6,853 ",2018
Ford's Theatre NHS,"533,410","$10,204 ",133,"$5,545 ","$9,384 ","$14,692 ",2018
Fort Bowie NHS,"8,400",$496 ,8,$193 ,$346 ,$621 ,2018
Fort Caroline NMEM,"203,276","$12,004 ",182,"$5,676 ","$9,789 ","$16,897 ",2018
Fort Davis NHS,"49,532","$2,925 ",40,$979 ,"$1,738 ","$3,156 ",2018
Fort Donelson NB,"168,985","$10,968 ",134,"$5,178 ","$8,680 ","$14,024 ",2018
Fort Frederica NM,"183,591","$10,842 ",159,"$4,919 ","$8,372 ","$14,381 ",2018
Fort Laramie NHS,"52,415","$3,095 ",45,"$1,105 ","$1,989 ","$3,655 ",2018
Fort Larned NHS *,"29,173","$1,783 ",26,$581 ,"$1,026 ","$2,001 ",2018
Fort Matanzas NM,"608,102","$35,910 ",546,"$16,265 ","$28,259 ","$49,211 ",2018
Fort McHenry NM&SHRINE,"486,113","$28,706 ",382,"$15,356 ","$25,629 ","$40,380 ",2018
Fort Necessity NB,"280,971","$16,586 ",263,"$8,527 ","$13,908 ","$24,062 ",2018
Fort Point NHS,"1,400,491","$82,703 ",971,"$47,227 ","$74,851 ","$113,614 ",2018
Fort Pulaski NM,"419,931","$27,257 ",355,"$11,386 ","$20,097 ","$33,606 ",2018
Fort Raleigh NHS,"261,199","$15,425 ",231,"$6,370 ","$11,057 ","$19,669 ",2018
Fort Scott NHS *,"26,482",$479 ,7,$149 ,$242 ,$478 ,2018
Fort Smith NHS,"136,568","$8,065 ",128,"$2,898 ","$5,283 ","$9,982 ",2018
Fort Stanwix NM *,"90,507","$5,037 ",66,"$1,867 ","$3,698 ","$6,115 ",2018
Fort Sumter NM,"859,881","$50,778 ",684,"$22,047 ","$38,575 ","$64,031 ",2018
Fort Union NM *,"10,860",$740 ,10,$283 ,$473 ,$830 ,2018
Fort Union Trading Post NHS *,"13,552","$1,098 ",12,$405 ,$637 ,"$1,075 ",2018
Fort Vancouver NHS,"1,098,552","$64,873 ",935,"$33,561 ","$56,037 ","$93,458 ",2018
Fort Washington P,"316,052","$18,664 ",239,"$9,932 ","$16,550 ","$25,784 ",2018
Fossil Butte NM *,"21,349","$1,076 ",14,$392 ,$661 ,"$1,152 ",2018
Franklin Delano Roosevelt MEM,"3,288,299","$62,906 ",817,"$34,185 ","$57,851 ","$90,570 ",2018
Frederick Douglass NHS,"70,869","$1,356 ",18,$736 ,"$1,246 ","$1,947 ",2018
Frederick Law Olmsted NHS,"9,855",$582 ,8,$322 ,$528 ,$831 ,2018
Fredericksburg & Spotsylvania NMP,"926,464","$54,710 ",701,"$28,457 ","$47,233 ","$74,073 ",2018
Friendship Hill NHS,"41,678","$2,461 ",39,"$1,253 ","$2,049 ","$3,542 ",2018
Gates Of The Arctic NP&PRES,"9,591","$14,567 ",179,"$6,821 ","$12,767 ","$20,705 ",2018
Gateway NRA * !,"9,243,305","$248,857 ","2,945","$98,293 ","$174,064 ","$280,258 ",2018
Gauley River NRA,"97,779","$4,300 ",59,"$1,639 ","$2,742 ","$4,838 ",2018
General Grant NMEM,"73,336","$4,331 ",51,"$2,390 ","$4,038 ","$6,026 ",2018
George Rogers Clark NHP,"121,187","$7,157 ",108,"$2,688 ","$4,734 ","$8,699 ",2018
George Washington Birthplace NM *,"111,058","$5,126 ",64,"$2,623 ","$4,310 ","$6,716 ",2018
George Washington Carver NM *,"44,412",$828 ,12,$308 ,$507 ,$937 ,2018
George Washington MEM PKWY,"7,288,623","$48,373 ",773,"$26,879 ","$43,134 ","$70,675 ",2018
Gettysburg NMP,"949,989","$61,494 ",778,"$32,062 ","$53,313 ","$84,098 ",2018
Gila Cliff Dwellings NM,"79,107","$4,671 ",71,"$1,309 ","$2,374 ","$4,779 ",2018
Glacier Bay NP&PRES * !,"597,916","$217,161 ","2,582","$106,863 ","$188,142 ","$354,389 ",2018
Glacier NP * !,"2,965,310","$344,287 ","5,225","$163,216 ","$269,031 ","$484,016 ",2018
Glen Canyon NRA * !,"4,219,441","$411,015 ","5,032","$160,409 ","$279,473 ","$483,384 ",2018
Golden Gate NRA * !,"15,223,696","$1,038,368 ","10,614","$610,397 ","$978,212 ","$1,394,523 ",2018
Golden Spike NHS *,"60,129","$3,467 ",53,"$1,629 ","$2,752 ","$4,874 ",2018
Governors Island NM,"589,799","$34,829 ",407,"$19,219 ","$32,453 ","$48,388 ",2018
Grand Canyon NP * !,"6,380,494","$947,119 ","12,558","$376,702 ","$673,460 ","$1,156,748 ",2018
Grand Portage NM,"94,137","$6,109 ",77,"$1,773 ","$3,298 ","$5,990 ",2018
Grand Teton NP *,"3,491,151","$628,933 ","8,624","$273,462 ","$460,520 ","$791,628 ",2018
Grant-Kohrs Ranch NHS,"26,676","$1,575 ",25,$725 ,"$1,124 ","$2,058 ",2018
Great Basin NP,"153,094","$8,795 ",122,"$2,703 ","$4,710 ","$9,023 ",2018
Great Sand Dunes NP&PRES,"442,906","$27,414 ",372,"$10,767 ","$18,850 ","$33,160 ",2018
Great Smoky Mountains NP,"11,421,201","$953,130 ","13,737","$434,943 ","$743,083 ","$1,288,291 ",2018
Greenbelt P,"85,260","$4,961 ",61,"$2,558 ","$4,252 ","$6,631 ",2018
Guadalupe Mountains NP,"172,347","$10,710 ",150,"$4,028 ","$7,017 ","$12,863 ",2018
Guilford Courthouse NMP,"236,016","$13,937 ",218,"$6,683 ","$11,115 ","$19,464 ",2018
Gulf Islands NS,"4,229,968","$186,918 ","2,481","$78,771 ","$136,111 ","$231,955 ",2018
Hagerman Fossil Beds NM,"26,477","$1,564 ",24,$716 ,"$1,188 ","$2,103 ",2018
Haleakala NP,"1,044,083","$67,459 ",714,"$30,261 ","$55,313 ","$84,872 ",2018
Hamilton Grange NMEM,"66,216","$3,910 ",45,"$2,151 ","$3,636 ","$5,415 ",2018
Hampton NHS,"29,615","$1,749 ",23,$945 ,"$1,571 ","$2,478 ",2018
Harpers Ferry NHP *,"265,737","$13,210 ",188,"$7,546 ","$12,454 ","$19,619 ",2018
Harry S Truman NHS,"32,878","$1,942 ",32,"$1,016 ","$1,698 ","$2,985 ",2018
Hawaii Volcanoes NP,"1,116,890","$94,118 ","1,035","$43,374 ","$80,559 ","$123,476 ",2018
Herbert Hoover NHS,"138,087","$8,154 ",125,"$3,368 ","$5,844 ","$10,526 ",2018
Home Of Franklin D Roosevelt NHS,"154,000","$9,094 ",111,"$4,653 ","$7,823 ","$12,073 ",2018
Homestead NM *,"68,091","$2,274 ",34,$807 ,"$1,371 ","$2,572 ",2018
Hopewell Culture NHP,"57,336","$3,386 ",52,"$1,689 ","$2,836 ","$4,866 ",2018
Hopewell Furnace NHS,"46,407","$2,741 ",41,"$1,538 ","$2,485 ","$4,099 ",2018
Horseshoe Bend NMP,"48,491","$2,864 ",45,"$1,229 ","$2,114 ","$3,815 ",2018
Hot Springs NP,"1,506,887","$97,291 ","1,451","$37,263 ","$69,654 ","$126,546 ",2018
Hovenweep NM,"40,574","$2,582 ",36,$927 ,"$1,682 ","$3,089 ",2018
Hubbell Trading Post NHS,"39,361","$2,324 ",35,$774 ,"$1,399 ","$2,714 ",2018
Independence NHP,"4,576,455","$270,253 ","3,863","$153,508 ","$248,798 ","$400,726 ",2018
Indiana Dunes NL,"1,756,080","$77,852 ",936,"$40,147 ","$67,960 ","$105,893 ",2018
Isle Royale NP,"25,798","$5,655 ",85,"$1,806 ","$3,404 ","$6,454 ",2018
James A Garfield NHS *,"40,835","$1,480 ",24,$743 ,"$1,240 ","$2,180 ",2018
Jean Lafitte NP&PRES,"529,878","$31,291 ",449,"$13,819 ","$24,420 ","$41,599 ",2018
Jefferson NEM *,"2,016,179","$202,653 ","3,409","$108,440 ","$181,307 ","$319,322 ",2018
Jewel Cave NM,"142,355","$8,407 ",122,"$3,480 ","$5,862 ","$10,732 ",2018
Jimmy Carter NHS,"51,680","$3,052 ",50,"$1,116 ","$1,958 ","$3,794 ",2018
John D Rockefeller Jr MEM PKWY,"1,504,561","$8,831 ",111,"$3,419 ","$6,001 ","$9,545 ",2018
John Day Fossil Beds NM *,"204,622","$9,894 ",131,"$4,013 ","$6,586 ","$11,487 ",2018
John F Kennedy NHS,"24,077","$1,422 ",19,$786 ,"$1,290 ","$2,030 ",2018
John Muir NHS,"46,956","$2,773 ",33,"$1,584 ","$2,510 ","$3,812 ",2018
Johnstown Flood NMEM *,"146,269","$9,132 ",149,"$4,703 ","$7,641 ","$13,360 ",2018
Joshua Tree NP *,"2,942,381","$146,479 ","1,823","$71,879 ","$122,394 ","$195,883 ",2018
Kalaupapa NHP,"72,145","$4,260 ",48,"$1,976 ","$3,534 ","$5,470 ",2018
Kaloko-Honokohau NHP,"218,015","$12,874 ",144,"$5,971 ","$10,680 ","$16,529 ",2018
Katmai NP&PRES,"37,818","$57,441 ",707,"$26,899 ","$50,342 ","$81,645 ",2018
Kenai Fjords NP,"321,596","$58,752 ","1,004","$31,995 ","$48,971 ","$84,499 ",2018
Kennesaw Mountain NBP,"2,549,164","$150,535 ","2,314","$79,863 ","$135,660 ","$228,008 ",2018
Keweenaw NHP,"20,416","$1,206 ",18,$337 ,$655 ,"$1,274 ",2018
Kings Canyon NP,"699,023","$61,146 ",809,"$27,293 ","$44,792 ","$75,433 ",2018
Kings Mountain NMP *,"287,635","$11,631 ",169,"$5,714 ","$9,363 ","$15,878 ",2018
Klondike Gold Rush AK NHP * !,"1,017,297","$158,376 ","2,401","$83,314 ","$121,249 ","$198,591 ",2018
Klondike Gold Rush WA NHP,"82,646","$4,881 ",56,"$2,347 ","$4,240 ","$6,481 ",2018
Knife River Indian Villages NHS,"11,682",$690 ,10,$308 ,$502 ,$910 ,2018
Kobuk Valley NP,"14,937","$22,686 ",279,"$10,624 ","$19,882 ","$32,245 ",2018
Korean War Veterans MEM,"4,107,521","$78,578 ","1,021","$42,702 ","$72,263 ","$113,134 ",2018
Lake Chelan NRA,"38,839","$2,685 ",28,"$1,268 ","$2,323 ","$3,478 ",2018
Lake Clark NP&PRES,"14,479","$21,992 ",271,"$10,298 ","$19,274 ","$31,259 ",2018
Lake Mead NRA,"7,578,958","$336,122 ","3,986","$149,489 ","$246,533 ","$396,596 ",2018
Lake Meredith NRA,"1,106,232","$48,845 ",652,"$18,287 ","$30,430 ","$55,236 ",2018
Lake Roosevelt NRA,"1,276,723","$56,413 ",689,"$21,703 ","$39,677 ","$65,953 ",2018
Lassen Volcanic NP,"499,435","$30,328 ",406,"$11,645 ","$19,321 ","$34,285 ",2018
Lava Beds NM *,"127,771","$5,476 ",66,"$2,000 ","$3,246 ","$5,710 ",2018
Lewis and Clark NHP,"286,349","$16,910 ",233,"$8,532 ","$14,498 ","$23,796 ",2018
Lincoln Boyhood NMEM *,"133,850","$6,440 ",98,"$2,897 ","$5,019 ","$8,726 ",2018
Lincoln Home NHS *,"197,717","$12,143 ",175,"$4,528 ","$8,652 ","$15,121 ",2018
Lincoln MEM,"7,804,683","$149,306 ","1,940","$81,138 ","$137,307 ","$214,966 ",2018
Little Bighorn Battlefield NM,"272,591","$16,097 ",248,"$7,227 ","$11,530 ","$21,117 ",2018
Little River Canyon NPRES,"441,177","$26,053 ",404,"$11,146 ","$19,133 ","$34,465 ",2018
Little Rock Central High School NHS,"149,098","$8,805 ",140,"$3,538 ","$6,494 ","$11,814 ",2018
Longfellow NHS,"60,528","$3,574 ",47,"$1,983 ","$3,254 ","$5,112 ",2018
Lowell NHP,"507,276","$29,956 ",395,"$16,542 ","$27,208 ","$42,784 ",2018
Lyndon B Johnson NHP,"121,500","$7,175 ",102,"$3,601 ","$6,120 ","$10,234 ",2018
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"261,225","$15,426 ",201,"$8,235 ","$13,704 ","$21,475 ",2018
Maggie L Walker NHS,"10,961",$647 ,10,$292 ,$508 ,$882 ,2018
Mammoth Cave NP,"533,206","$45,094 ",598,"$21,969 ","$37,614 ","$61,621 ",2018
Manassas NBP,"542,005","$32,007 ",412,"$17,029 ","$28,383 ","$44,349 ",2018
Manhattan Project (New Mexico) NHP,"14,161",$836 ,11,$343 ,$572 ,$978 ,2018
Manhattan Project (Tennessee) NHP,"31,640",$607 ,8,$256 ,$402 ,$684 ,2018
Manhattan Project (Washington) NHP,"23,742",$788 ,9,$289 ,$531 ,$863 ,2018
Manzanar NHS *,"104,080","$11,026 ",137,"$4,751 ","$7,747 ","$12,790 ",2018
Marsh - Billings - Rockefeller NHP,"63,886","$3,773 ",50,"$1,650 ","$2,926 ","$4,788 ",2018
Martin Luther King Jr NHS,"641,800","$37,900 ",582,"$20,184 ","$34,301 ","$57,535 ",2018
"Martin Luther King, Jr. MEM","3,567,434","$68,246 ",887,"$37,087 ","$62,762 ","$98,258 ",2018
Martin Van Buren NHS,"18,642","$1,101 ",14,$523 ,$900 ,"$1,424 ",2018
Mary McLeod Bethune Council House NHS,109,$2 ,0,$1 ,$2 ,$3 ,2018
Mesa Verde NP *,"563,421","$58,513 ",828,"$22,283 ","$40,058 ","$72,444 ",2018
Minidoka (Idaho) NHS,"5,666",$100 ,2,$33 ,$53 ,$103 ,2018
Minidoka (Washington) NHS,"5,900",$348 ,4,$118 ,$232 ,$381 ,2018
Minute Man NHP,"1,014,802","$59,927 ",790,"$33,180 ","$54,526 ","$85,770 ",2018
Minuteman Missile NHS *,"139,273","$10,455 ",151,"$4,369 ","$7,220 ","$13,306 ",2018
Mississippi NRRA,"417,021","$18,510 ",261,"$8,996 ","$15,314 ","$25,952 ",2018
Missouri NRR,"128,657","$5,711 ",80,"$2,238 ","$3,730 ","$6,740 ",2018
Mojave NPRES,"787,405","$46,482 ",588,"$22,188 ","$36,650 ","$58,792 ",2018
Monocacy NB * !,"84,902","$2,973 ",42,"$1,186 ","$2,081 ","$3,542 ",2018
Montezuma Castle NM,"390,151","$23,040 ",332,"$11,904 ","$20,385 ","$33,761 ",2018
Moores Creek NB,"58,531","$3,799 ",52,"$1,397 ","$2,531 ","$4,509 ",2018
Morristown NHP,"279,393","$16,499 ",199,"$9,238 ","$15,450 ","$23,286 ",2018
Mount Rainier NP *,"1,518,491","$54,896 ",597,"$25,091 ","$44,787 ","$68,415 ",2018
Mount Rushmore NMEM,"2,311,272","$136,487 ","2,010","$57,345 ","$96,308 ","$176,843 ",2018
Muir Woods NM * !,"957,932","$108,376 ","1,073","$63,587 ","$103,511 ","$147,066 ",2018
Natchez NHP,"234,785","$13,865 ",207,"$5,525 ","$9,872 ","$17,575 ",2018
Natchez Trace PKWY,"6,362,439","$156,873 ","1,908","$57,590 ","$93,398 ","$162,263 ",2018
National Capital Parks Central,"1,800,329","$34,441 ",449,"$18,721 ","$31,674 ","$49,658 ",2018
National Capital Parks East,"1,447,273","$27,687 ",371,"$15,107 ","$25,716 ","$40,603 ",2018
National Park of American Samoa,"28,625","$1,690 ",19,$784 ,"$1,402 ","$2,170 ",2018
Natural Bridges NM,"103,118","$6,537 ",84,"$2,301 ","$4,093 ","$7,277 ",2018
Navajo NM,"61,194","$3,871 ",50,"$1,327 ","$2,380 ","$4,258 ",2018
New Bedford Whaling NHP *,"186,937","$10,132 ",140,"$5,886 ","$9,680 ","$15,072 ",2018
New Orleans Jazz NHP,"54,483","$3,217 ",46,"$1,480 ","$2,599 ","$4,374 ",2018
New River Gorge NR,"1,232,628","$54,681 ",769,"$21,085 ","$35,660 ","$63,545 ",2018
Nez Perce NHP,"307,645","$18,167 ",244,"$7,232 ","$13,264 ","$22,389 ",2018
Nicodemus NHS *,"2,738",$154 ,2,$47 ,$79 ,$153 ,2018
Ninety Six NHS,"95,551","$5,643 ",83,"$2,434 ","$4,205 ","$7,347 ",2018
Niobrara NSR * !,"61,638","$6,312 ",102,"$1,973 ","$3,392 ","$7,056 ",2018
Noatak NPRES,"16,387","$24,892 ",307,"$11,656 ","$21,816 ","$35,381 ",2018
North Cascades NP,"30,085","$1,375 ",14,$623 ,"$1,059 ","$1,576 ",2018
Obed W&SR *,"217,530","$4,038 ",46,"$1,481 ","$2,286 ","$3,957 ",2018
Ocmulgee NM,"133,007","$7,855 ",126,"$2,868 ","$5,031 ","$9,601 ",2018
Olympic NP,"3,104,455","$261,607 ","2,972","$127,188 ","$234,553 ","$357,063 ",2018
Oregon Caves NM,"67,417","$4,793 ",67,"$1,988 ","$3,302 ","$5,849 ",2018
Organ Pipe Cactus NM,"260,376","$16,191 ",226,"$8,101 ","$14,054 ","$23,448 ",2018
Ozark NSR,"1,264,658","$55,438 ",840,"$17,909 ","$30,118 ","$60,029 ",2018
